Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Wed Apr 07 17:49:41 CST 2021,1617788981,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:42 CST 2021,1617788982,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:43 CST 2021,1617788983,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:44 CST 2021,1617788984,91000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:45 CST 2021,1617788985,101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:46 CST 2021,1617788986,131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:47 CST 2021,1617788987,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:48 CST 2021,1617788988,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:49 CST 2021,1617788989,202000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:50 CST 2021,1617788990,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:51 CST 2021,1617788991,272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:52 CST 2021,1617788992,291000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:53 CST 2021,1617788993,292000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:54 CST 2021,1617788994,321000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:55 CST 2021,1617788995,342000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:56 CST 2021,1617788996,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:57 CST 2021,1617788997,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:58 CST 2021,1617788998,401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:49:59 CST 2021,1617788999,451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:00 CST 2021,1617789000,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:01 CST 2021,1617789001,492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:02 CST 2021,1617789002,501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:03 CST 2021,1617789003,522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:04 CST 2021,1617789004,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:05 CST 2021,1617789005,593000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:06 CST 2021,1617789006,592000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:07 CST 2021,1617789007,592000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:08 CST 2021,1617789008,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:09 CST 2021,1617789009,652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:10 CST 2021,1617789010,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:11 CST 2021,1617789011,702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:12 CST 2021,1617789012,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:13 CST 2021,1617789013,761000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:14 CST 2021,1617789014,771000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:15 CST 2021,1617789015,801000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:16 CST 2021,1617789016,801000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:17 CST 2021,1617789017,821000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:18 CST 2021,1617789018,851000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:19 CST 2021,1617789019,881000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:20 CST 2021,1617789020,901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:21 CST 2021,1617789021,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:22 CST 2021,1617789022,945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:23 CST 2021,1617789023,981000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:24 CST 2021,1617789024,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:26 CST 2021,1617789026,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:27 CST 2021,1617789027,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:28 CST 2021,1617789028,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:29 CST 2021,1617789029,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:30 CST 2021,1617789030,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:31 CST 2021,1617789031,121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:32 CST 2021,1617789032,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:33 CST 2021,1617789033,122000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:34 CST 2021,1617789034,121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:35 CST 2021,1617789035,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:36 CST 2021,1617789036,131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:37 CST 2021,1617789037,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:38 CST 2021,1617789038,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:39 CST 2021,1617789039,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:40 CST 2021,1617789040,161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:41 CST 2021,1617789041,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:42 CST 2021,1617789042,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:43 CST 2021,1617789043,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:44 CST 2021,1617789044,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:45 CST 2021,1617789045,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:46 CST 2021,1617789046,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:47 CST 2021,1617789047,301000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:48 CST 2021,1617789048,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:49 CST 2021,1617789049,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:50 CST 2021,1617789050,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:51 CST 2021,1617789051,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:52 CST 2021,1617789052,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:53 CST 2021,1617789053,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:54 CST 2021,1617789054,451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:55 CST 2021,1617789055,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:56 CST 2021,1617789056,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:57 CST 2021,1617789057,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:58 CST 2021,1617789058,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:50:59 CST 2021,1617789059,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:00 CST 2021,1617789060,590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:01 CST 2021,1617789061,590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,0,0,0
Wed Apr 07 17:51:02 CST 2021,1617789062,609000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:03 CST 2021,1617789063,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:04 CST 2021,1617789064,680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:05 CST 2021,1617789065,690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:06 CST 2021,1617789066,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:07 CST 2021,1617789067,730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:08 CST 2021,1617789068,770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:09 CST 2021,1617789069,790000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:10 CST 2021,1617789070,789000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:11 CST 2021,1617789071,821000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:12 CST 2021,1617789072,829000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:13 CST 2021,1617789073,860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:14 CST 2021,1617789074,870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:15 CST 2021,1617789075,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
Wed Apr 07 17:51:16 CST 2021,1617789076,910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0
