Human Timestamp,Unix Time,Microseconds,Latitude (degrees),Longitude (degrees),Height,Velocity North (m/s),Velocity East (m/s),Velocity Down (m/s),Latitude Standard Deviation (m),Longitude Standard Deviation (m),Height Standard Deviation (m),Tilt (degrees),Heading (degrees),Tilt Standard Deviation (degrees),Heading Standard Deviation (degrees),Fix Type,Doppler Velocity Valid,Time Valid,External GNSS,Tilt Valid,Heading Valid,Floating Heading
Sat Apr 10 16:55:39 CST 2021,1618044939,800202,22.2774404,114.13646969999999,293.184,-0.19000001,-0.059000004,0.509,2.368,2.368,2.7040002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:39 CST 2021,1618044939,900202,22.2774404,114.13646969999999,293.177,0.0050000004,0.053000003,0.15200001,2.3200002,2.3200002,2.6720002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:39 CST 2021,1618044939,900202,22.2774404,114.13646969999999,293.177,0.0050000004,0.053000003,0.15200001,2.3200002,2.3200002,2.6720002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:39 CST 2021,1618044939,900202,22.2774404,114.13646969999999,293.177,0.0050000004,0.053000003,0.15200001,2.3200002,2.3200002,2.6720002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,202,22.2774404,114.1364696,293.171,0.095000006,-0.045,-0.216,2.272,2.272,2.64,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,202,22.2774404,114.1364696,293.171,0.095000006,-0.045,-0.216,2.272,2.272,2.64,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,202,22.2774404,114.1364696,293.171,0.095000006,-0.045,-0.216,2.272,2.272,2.64,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,202,22.2774404,114.1364696,293.171,0.095000006,-0.045,-0.216,2.272,2.272,2.64,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,200202,22.2774404,114.1364694,293.178,-0.002,-0.059000004,-0.119,2.352,2.352,2.7040002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,200202,22.2774404,114.1364694,293.178,-0.002,-0.059000004,-0.119,2.352,2.352,2.7040002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,200202,22.2774404,114.1364694,293.178,-0.002,-0.059000004,-0.119,2.352,2.352,2.7040002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,400202,22.277440499999997,114.1364692,293.181,0.0050000004,-0.036000002,-0.072000004,2.4480002,2.4480002,2.7840002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,400202,22.277440499999997,114.1364692,293.181,0.0050000004,-0.036000002,-0.072000004,2.4480002,2.4480002,2.7840002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,500202,22.277440499999997,114.1364692,293.184,-0.010000001,0.053000003,-0.034,2.368,2.368,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,500202,22.277440499999997,114.1364692,293.184,-0.010000001,0.053000003,-0.034,2.368,2.368,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,600202,22.277440499999997,114.1364691,293.189,0.057000004,0.007,0.10700001,2.3040001,2.3040001,2.6880002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,600202,22.277440499999997,114.1364691,293.189,0.057000004,0.007,0.10700001,2.3040001,2.3040001,2.6880002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,600202,22.277440499999997,114.1364691,293.189,0.057000004,0.007,0.10700001,2.3040001,2.3040001,2.6880002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,600202,22.277440499999997,114.1364691,293.189,0.057000004,0.007,0.10700001,2.3040001,2.3040001,2.6880002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,800202,22.277440499999997,114.1364691,293.192,-0.030000001,-0.035,-0.083000004,2.4,2.4,2.752,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,800202,22.277440499999997,114.1364691,293.192,-0.030000001,-0.035,-0.083000004,2.4,2.4,2.752,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,800202,22.277440499999997,114.1364691,293.192,-0.030000001,-0.035,-0.083000004,2.4,2.4,2.752,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,800202,22.277440499999997,114.1364691,293.192,-0.030000001,-0.035,-0.083000004,2.4,2.4,2.752,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:40 CST 2021,1618044940,800202,22.277440499999997,114.1364691,293.192,-0.030000001,-0.035,-0.083000004,2.4,2.4,2.752,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,202,22.2774404,114.1364691,293.194,0.009000001,-0.047000002,-0.2,2.4640002,2.4640002,2.8160002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,202,22.2774404,114.1364691,293.194,0.009000001,-0.047000002,-0.2,2.4640002,2.4640002,2.8160002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,202,22.2774404,114.1364691,293.194,0.009000001,-0.047000002,-0.2,2.4640002,2.4640002,2.8160002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,202,22.2774404,114.1364691,293.194,0.009000001,-0.047000002,-0.2,2.4640002,2.4640002,2.8160002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,200202,22.277440499999997,114.13646889999998,293.211,0.058000002,-0.089,-0.117000006,2.528,2.528,2.88,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,200202,22.277440499999997,114.13646889999998,293.211,0.058000002,-0.089,-0.117000006,2.528,2.528,2.88,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,200202,22.277440499999997,114.13646889999998,293.211,0.058000002,-0.089,-0.117000006,2.528,2.528,2.88,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,400202,22.277440499999997,114.13646879999999,293.223,-0.014,-0.009000001,0.142,2.5760002,2.5760002,2.9280002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,400202,22.277440499999997,114.13646879999999,293.223,-0.014,-0.009000001,0.142,2.5760002,2.5760002,2.9280002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,500202,22.277440499999997,114.13646879999999,293.234,0.021000002,0.024,-0.033,2.48,2.48,2.864,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,500202,22.277440499999997,114.13646879999999,293.234,0.021000002,0.024,-0.033,2.48,2.48,2.864,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,600202,22.277440499999997,114.1364687,293.245,0.025,-0.002,-0.106000006,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,600202,22.277440499999997,114.1364687,293.245,0.025,-0.002,-0.106000006,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,600202,22.277440499999997,114.1364687,293.245,0.025,-0.002,-0.106000006,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,600202,22.277440499999997,114.1364687,293.245,0.025,-0.002,-0.106000006,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,800202,22.277440499999997,114.1364687,293.255,0.019000001,0.025,-0.031000001,2.4640002,2.4640002,2.848,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,800202,22.277440499999997,114.1364687,293.255,0.019000001,0.025,-0.031000001,2.4640002,2.4640002,2.848,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,900202,22.277440499999997,114.1364687,293.264,-0.037,0.019000001,0.028,2.384,2.384,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,900202,22.277440499999997,114.1364687,293.264,-0.037,0.019000001,0.028,2.384,2.384,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:41 CST 2021,1618044941,900202,22.277440499999997,114.1364687,293.264,-0.037,0.019000001,0.028,2.384,2.384,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,202,22.277440499999997,114.1364687,293.267,-0.094000004,-0.027,0.09200001,2.3200002,2.3200002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,202,22.277440499999997,114.1364687,293.267,-0.094000004,-0.027,0.09200001,2.3200002,2.3200002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,202,22.277440499999997,114.1364687,293.267,-0.094000004,-0.027,0.09200001,2.3200002,2.3200002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,202,22.277440499999997,114.1364687,293.267,-0.094000004,-0.027,0.09200001,2.3200002,2.3200002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,200201,22.2774404,114.1364686,293.281,0.068,0.017,0.15200001,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,200201,22.2774404,114.1364686,293.281,0.068,0.017,0.15200001,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,200201,22.2774404,114.1364686,293.281,0.068,0.017,0.15200001,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,200201,22.2774404,114.1364686,293.281,0.068,0.017,0.15200001,2.4,2.4,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,400201,22.2774404,114.13646849999999,293.294,-0.029000001,-0.19100001,-0.096,2.48,2.48,2.864,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,400201,22.2774404,114.13646849999999,293.294,-0.029000001,-0.19100001,-0.096,2.48,2.48,2.864,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,400201,22.2774404,114.13646849999999,293.294,-0.029000001,-0.19100001,-0.096,2.48,2.48,2.864,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,600201,22.2774403,114.13646849999999,293.308,-0.008,-0.004,0.209,2.5440001,2.5440001,2.9120002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,600201,22.2774403,114.13646849999999,293.308,-0.008,-0.004,0.209,2.5440001,2.5440001,2.9120002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,700201,22.2774403,114.13646849999999,293.318,-0.026,0.071,-0.125,2.4640002,2.4640002,2.848,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,700201,22.2774403,114.13646849999999,293.318,-0.026,0.071,-0.125,2.4640002,2.4640002,2.848,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,800201,22.2774403,114.13646849999999,293.325,0.021000002,-0.011000001,0.25,2.4,2.4,2.7840002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,800201,22.2774403,114.13646849999999,293.325,0.021000002,-0.011000001,0.25,2.4,2.4,2.7840002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,800201,22.2774403,114.13646849999999,293.325,0.021000002,-0.011000001,0.25,2.4,2.4,2.7840002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,900201,22.2774403,114.13646849999999,293.33,0.076000005,0.027,-0.34500003,2.3360002,2.3360002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,900201,22.2774403,114.13646849999999,293.33,0.076000005,0.027,-0.34500003,2.3360002,2.3360002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:42 CST 2021,1618044942,900201,22.2774403,114.13646849999999,293.33,0.076000005,0.027,-0.34500003,2.3360002,2.3360002,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,100201,22.2774403,114.13646849999999,293.337,-0.17300001,-0.022000002,-0.027,2.4320002,2.4320002,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,100201,22.2774403,114.13646849999999,293.337,-0.17300001,-0.022000002,-0.027,2.4320002,2.4320002,2.8000002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,200201,22.277440199999994,114.13646849999999,293.341,0.055000003,0.035,0.22000001,2.368,2.368,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,200201,22.277440199999994,114.13646849999999,293.341,0.055000003,0.035,0.22000001,2.368,2.368,2.736,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,300201,22.277440199999994,114.13646849999999,293.35200000000003,0.045,-0.045,-0.393,2.3200002,2.3200002,2.7040002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,300201,22.277440199999994,114.13646849999999,293.35200000000003,0.045,-0.045,-0.393,2.3200002,2.3200002,2.7040002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,400201,22.2774401,114.13646849999999,293.361,-0.060000002,0.052,0.102000006,2.288,2.288,2.6560001,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,400201,22.2774401,114.13646849999999,293.361,-0.060000002,0.052,0.102000006,2.288,2.288,2.6560001,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,500201,22.277440199999994,114.1364684,293.37,0.082,-0.002,-0.029000001,2.256,2.256,2.624,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,500201,22.277440199999994,114.1364684,293.37,0.082,-0.002,-0.029000001,2.256,2.256,2.624,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,600201,22.2774401,114.1364684,293.379,0.012,-0.098000005,-0.149,2.2240002,2.2240002,2.592,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,600201,22.2774401,114.1364684,293.379,0.012,-0.098000005,-0.149,2.2240002,2.2240002,2.592,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,700201,22.2774401,114.1364684,293.385,-0.053000003,0.013,0.081,2.1920002,2.1920002,2.5600002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,700201,22.2774401,114.1364684,293.385,-0.053000003,0.013,0.081,2.1920002,2.1920002,2.5600002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,800201,22.2774401,114.1364684,293.391,0.08400001,0.1,0.076000005,2.176,2.176,2.5440001,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,800201,22.2774401,114.1364684,293.391,0.08400001,0.1,0.076000005,2.176,2.176,2.5440001,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,800201,22.2774401,114.1364684,293.391,0.08400001,0.1,0.076000005,2.176,2.176,2.5440001,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,900201,22.2774401,114.13646829999999,293.398,0.047000002,-0.15100001,-0.018000001,2.16,2.16,2.528,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,900201,22.2774401,114.13646829999999,293.398,0.047000002,-0.15100001,-0.018000001,2.16,2.16,2.528,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,900201,22.2774401,114.13646829999999,293.398,0.047000002,-0.15100001,-0.018000001,2.16,2.16,2.528,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:43 CST 2021,1618044943,900201,22.2774401,114.13646829999999,293.398,0.047000002,-0.15100001,-0.018000001,2.16,2.16,2.528,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:44 CST 2021,1618044944,100201,22.2774401,114.13646829999999,293.409,0.030000001,-0.042000003,-0.060000002,2.272,2.272,2.608,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:44 CST 2021,1618044944,100201,22.2774401,114.13646829999999,293.409,0.030000001,-0.042000003,-0.060000002,2.272,2.272,2.608,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:44 CST 2021,1618044944,100201,22.2774401,114.13646829999999,293.409,0.030000001,-0.042000003,-0.060000002,2.272,2.272,2.608,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:44 CST 2021,1618044944,300201,22.277440199999994,114.1364682,293.425,0.057000004,0.017,0.46,2.368,2.368,2.6720002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:44 CST 2021,1618044944,300201,22.277440199999994,114.1364682,293.425,0.057000004,0.017,0.46,2.368,2.368,2.6720002,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
Sat Apr 10 16:55:44 CST 2021,1618044944,400201,22.277440199999994,114.1364682,293.436,-0.019000001,0.024,-0.36,2.3200002,2.3200002,2.64,0.0,0.0,0.0,0.0,6,1,1,0,0,0,0
